label,url,filepath,width,height
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSs5sUjckkhySiNKWksKWiDfnh7LjvKR3qC3g&s,image_dataset\Pizza\Pizza_38.jpg,300,168
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPD1fdoDrA9zDavHOYqj3ljqE6XX8tALnmhg&s,image_dataset\Pizza\Pizza_39.jpg,304,166
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT068lMTh2Z07pxKyeyJQ_L8ApT07rXlmwiNQ&s,image_dataset\Pizza\Pizza_40.jpg,225,225
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLA7Zc0o9MZER1MYircZR72zEtHc4Mfqugtg&s,image_dataset\Pizza\Pizza_41.jpg,183,275
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4pjh5HFOSyfgfNWWlR7TgEOUN2ZHRcUMQ5Q&s,image_dataset\Pizza\Pizza_42.jpg,201,251
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfUtrJrBFbbOFp-Xf4rbTi_PuguyxE3Rp2ag&s,image_dataset\Pizza\Pizza_43.jpg,232,218
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiExteD21KgXqapMNC_Iu6BiamG3gmoltDaQ&s,image_dataset\Pizza\Pizza_44.jpg,275,183
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrx8135uQkoS-fVw5eaJEVI8Ke4J2GZDaVAg&s,image_dataset\Pizza\Pizza_45.jpg,275,183
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxWF9MbAdXy0szcEdUqr1lM2QFdInyK8oCVA&s,image_dataset\Pizza\Pizza_46.jpg,225,225
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNyjcDftK_NMyKbLHQhFVF9Y3ruCigdXCJWw&s,image_dataset\Pizza\Pizza_47.jpg,300,168
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNkPvb_Gs3X-7_zs3-aoAikRBePwG6_lKYgw&s,image_dataset\Pizza\Pizza_48.jpg,183,275
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQke4CRC5ToHPEqMkgdQ6Su1sNQPCLB4Tyz9YGRXwke-kk6oPC7-dLB&s=0,image_dataset\Pizza\Pizza_49.jpg,50,50
Pizza,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMlNHHxkpd3_xtf7JJq-opzHdpJYzSuQk41bdHwMug&s=0,image_dataset\Pizza\Pizza_50.jpg,50,50
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpaGnB5ZTcVQBCXo1HYkBjIXxTN_a-nRhZMfvsLjDJkoiqzZsdzAb74-tn&s,image_dataset\Burger\Burger_1.jpg,46,46
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSB5Sag2DLlFjoqXufs0mvPYM-GKnTDlWgUQmhtVvJlvwZBQce2gC3xrANN&s,image_dataset\Burger\Burger_2.jpg,64,46
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdrKMyW0v97HJVgMBKd2yM0CxTV-jnHgyd_WdRavNE7BvrNzb8jQsD-OG2&s,image_dataset\Burger\Burger_3.jpg,46,55
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7Z7uvK5fm2fOdR3mVMRxuru203fHSP7-xJQ&s,image_dataset\Burger\Burger_4.jpg,259,194
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSN9Sq0f0ED1BSfRvT_oFgmVtnyqNMiG5rWmw&s,image_dataset\Burger\Burger_5.jpg,183,275
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVttfwAHXXKbULh9NUzoCsOpENrtJTJx309A&s,image_dataset\Burger\Burger_6.jpg,225,225
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaoE1xIJJ3zoS2tyYELTlUbsdHmPTolABQZw&s,image_dataset\Burger\Burger_7.jpg,275,183
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSN8anVNA5uwJIhpynIQkiIbO59wE5bmvDIVA&s,image_dataset\Burger\Burger_8.jpg,183,275
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDi79WIrdirQVdiTBDs_k0b0oEmFofFLl-_w&s,image_dataset\Burger\Burger_9.jpg,275,183
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqXQLRsMutokqrMdhnMYU7KdIKDDGXtvo28g&s,image_dataset\Burger\Burger_10.jpg,225,225
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqLrbJzgYY19bYfeeAi7tv0qWQLZpHr2Hg7w&s,image_dataset\Burger\Burger_11.jpg,275,183
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPSeTcovk3SJiHmv81v78chwKW4j1LbGnf9A&s,image_dataset\Burger\Burger_12.jpg,275,183
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_IJBBu18pVLNK-swhCdWCgZ0Ot8naAkkJtg&s,image_dataset\Burger\Burger_13.jpg,289,174
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8qTwMozz44qS0zdOW7N0kFiwlguo32JU6ew&s,image_dataset\Burger\Burger_14.jpg,290,174
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1E0NRIn6I7z0FQqc2W4Om5dXzSmWhRhUU5w&s,image_dataset\Burger\Burger_15.jpg,300,168
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjbF1QvT76hCwvXFXrxpELnyNLiTc1bPeOAA&s,image_dataset\Burger\Burger_16.jpg,225,225
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLgQwt4g_E9kcftYmpKEl1K8CvLXUMBMi9cQ&s,image_dataset\Burger\Burger_17.jpg,183,275
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCzB1rQAs2_u2rfQQUM-XKuttdkM8OjGs-nw&s,image_dataset\Burger\Burger_18.jpg,183,275
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfVW0Pn8dfRvXMRK4rBXBpeT6R0fgIH2fdGg&s,image_dataset\Burger\Burger_19.jpg,225,225
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyXozqilQXsiyy2Hu8S54Vq0mgG5DfBRJtwg&s,image_dataset\Burger\Burger_20.jpg,259,194
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1Wo1khcmvSvMndOJLmN7BZ9oLp6JPFTZMOw&s,image_dataset\Burger\Burger_21.jpg,275,183
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQB08isgbUp3gSguerXhpLu5GfZpLqReunyTmNbKIdLB43-NUYYZ2KT&s=0,image_dataset\Burger\Burger_22.jpg,50,50
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMAvr0pR_iVGRLERlyQomEmOX40PH1ZT9MKrGlSTkWDay1akSYgIA8&s=0,image_dataset\Burger\Burger_23.jpg,50,50
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0daxie6J8d8NwwhBPnND8FrzlbypOzpAw4ip4IDrJ&s=0,image_dataset\Burger\Burger_24.jpg,50,50
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHEExlmP1Df6tW8MxXNv6ZVeYwAAZVwtIl0Q&s,image_dataset\Burger\Burger_25.jpg,183,275
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFbW7ougH24JslL-M4hpb-qK8HnS1zGwzTOw&s,image_dataset\Burger\Burger_26.jpg,275,183
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvrokSBC21cI9dBTbubiesGewNJ7EOLXTNpg&s,image_dataset\Burger\Burger_27.jpg,300,168
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEowNiJazMVyNY0O468VDfT-onyHFS4W9SZw&s,image_dataset\Burger\Burger_28.jpg,225,225
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf39K3sM6_FKB5onV4ZcqW_3KJDjOsgYPiPg&s,image_dataset\Burger\Burger_29.jpg,299,168
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVpnYfZWFSE7ZRS62Auh30BTOdaFC-D5WyTw&s,image_dataset\Burger\Burger_30.jpg,183,275
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0wH8n0n4-kygOcbaHUhLoBY9oJqRckBfWTQ&s,image_dataset\Burger\Burger_31.jpg,275,183
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXLM1JWLCIj80oTk9SH2Hj3WA5Fi0Z5TZqqA&s,image_dataset\Burger\Burger_32.jpg,306,165
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUGzYOo-Np6DYGKbit8KPs6pRz3SAleYqobQ&s,image_dataset\Burger\Burger_33.jpg,225,225
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZOFvKjROW6kZbzcMzqfOF5-BrNNMWcMxwcg&s,image_dataset\Burger\Burger_34.jpg,275,183
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUb3F_z8eQMf1b09C0vdf7KiwYtY8xcdXjcw&s,image_dataset\Burger\Burger_35.jpg,275,183
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkcOnvdQ7RiDJpVQBbx6duq3LxqyEq_3bqDw&s,image_dataset\Burger\Burger_36.jpg,225,225
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZkmNtielbdcUGOKio__agtGAg_5XwpghBvA&s,image_dataset\Burger\Burger_37.jpg,300,168
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnT9AF5baXSclVsYFez2acFi9J4r87jN0dIg&s,image_dataset\Burger\Burger_38.jpg,300,168
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFRgHemCc6nkxwC9cRbzgho8Kxbjmgeo4W2A&s,image_dataset\Burger\Burger_39.jpg,266,190
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuJqVzjPGqstFFuul2TS7lQdimrvEf87RBfA&s,image_dataset\Burger\Burger_40.jpg,224,225
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEBAT8PJVFPLuHHO4VMfNWW0-7nUtoZyK85A&s,image_dataset\Burger\Burger_41.jpg,300,168
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTspD9aOuASkWD2PDLkiqwCIGMZ26i-FYl4mg&s,image_dataset\Burger\Burger_42.jpg,183,275
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAEGnniglxm4uXcJJt1M-oQ0NeivYhKMIGZg&s,image_dataset\Burger\Burger_43.jpg,225,225
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNwub2cSOiYF1HPpJEEh7mQHPD5qHREzHe7g&s,image_dataset\Burger\Burger_44.jpg,195,258
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6m_coK2Q565NR8zrlJccmPXFsmnKaqNlwGw&s,image_dataset\Burger\Burger_45.jpg,251,201
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtIoOtj5cKLF0ms2Fav3hlXDqF5SCtABQwyw&s,image_dataset\Burger\Burger_46.jpg,183,275
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSg1SToWsR7BgmKJSCr12SAr8kYZI9vuQBvKw&s,image_dataset\Burger\Burger_47.jpg,207,244
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSF0hozi1S8LaAzHga583oA64FaZbWRCj7x3w&s,image_dataset\Burger\Burger_48.jpg,194,259
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC0lme71kPrrja1n517HR4LSk2Heh3gWdnNOWQ2hxc2hBY6Yd_h-jr&s=0,image_dataset\Burger\Burger_49.jpg,50,50
Burger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBSs807TITmJeVJqvDqZIs_P3NIlhrUJjTnnyp21jxuq3PBeB2FYoM&s=0,image_dataset\Burger\Burger_50.jpg,50,50
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmJTl-pUK9dxQKEZ1ckV_F6QA2wmhX7KuYE9c6fsYXgaz9XTnrNgP5Apjs&s,image_dataset\Skyscraper\Skyscraper_1.jpg,69,46
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZaahZADjuaCQWrsWw7L29y4DtTKYHB42d_2SjXrX8qvEjhjc194YPaA2b&s,image_dataset\Skyscraper\Skyscraper_2.jpg,69,46
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUXVG-QFaLriCi-DzEMCbq4eXFEbUWedSD5pYrGnHuOqAjrwWIK-jqdBeh&s,image_dataset\Skyscraper\Skyscraper_3.jpg,46,46
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgVity9sVUiXCyK1g9yH7xIzLEXDFUTmqQGQ&s,image_dataset\Skyscraper\Skyscraper_4.jpg,290,174
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEEfOq_pR85jMg-NDaQhkSxd86qxANYQS39A&s,image_dataset\Skyscraper\Skyscraper_5.jpg,296,170
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKbHowAA8oosFsGlsj3MeDFz8ZUCI1gFGJPw&s,image_dataset\Skyscraper\Skyscraper_6.jpg,300,168
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvyoNC5ExDYLlqbjLHLhAZPwln7WY8ikz_2g&s,image_dataset\Skyscraper\Skyscraper_7.jpg,276,183
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQip_rzFi7KhvbnPvlk77VOXBDbBlWOMVRQHg&s,image_dataset\Skyscraper\Skyscraper_8.jpg,275,183
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW5ehZlbTzSX9W0Gjgjvr5vbC5sZJWd7C2Eg&s,image_dataset\Skyscraper\Skyscraper_9.jpg,275,183
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSA8blPkAST7dxC5TG8jbGYI3rR64x34x7lpg&s,image_dataset\Skyscraper\Skyscraper_10.jpg,300,168
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRm4uRFQqZqDOQcxaPyYH9tM4WlrGcXsPgoAw&s,image_dataset\Skyscraper\Skyscraper_11.jpg,275,183
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXFnsfydJ0HbWGvNjAf1xTImK6hWOFuMPM1A&s,image_dataset\Skyscraper\Skyscraper_12.jpg,275,183
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8foI1Zk_QMAl4FCeja2IFddeB9sQNUJzUHQ&s,image_dataset\Skyscraper\Skyscraper_13.jpg,125,400
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkSVmuZ4WsI3OJSMdjlSqH36tnX3Mzjf8xrg&s,image_dataset\Skyscraper\Skyscraper_14.jpg,277,182
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkKcf-Aww0i9QU8DsR24anxZBarUnxSwUQOA&s,image_dataset\Skyscraper\Skyscraper_15.jpg,275,183
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_lpF5yIsuStsuaEMnTxdjtCQk5SbimSHZNg&s,image_dataset\Skyscraper\Skyscraper_16.jpg,259,194
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfAATS9l_ktiAj9693KxxGm9Cx7s0QZQIfjw&s,image_dataset\Skyscraper\Skyscraper_17.jpg,259,194
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-ZCeUzP34de-eeitpmMAwpyWT4RabieDXZg&s,image_dataset\Skyscraper\Skyscraper_18.jpg,275,183
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_wXeeriA_69ZUzKU2y_qxfNL0eEGmdyJ9cA&s,image_dataset\Skyscraper\Skyscraper_19.jpg,259,194
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUDoV1foj-Zadfjf-G_vmKLeVocUJLeDDCPw&s,image_dataset\Skyscraper\Skyscraper_20.jpg,311,162
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCEd7FGNfVupQO6lzkMlPpUyyRC2DV5b8Z5A&s,image_dataset\Skyscraper\Skyscraper_21.jpg,300,168
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvFyqer0zpVics6p_PgGsAhqJ5IWp8t3B0eA&s,image_dataset\Skyscraper\Skyscraper_22.jpg,197,256
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIUBEgqSZKaExM4jy0XymfoW66gOzNZxBDq59tSmj-pSXvAYVzxzjT&s=0,image_dataset\Skyscraper\Skyscraper_23.jpg,50,50
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5fNpmqyEhi642SCjDoeZ18c5wuLTVxq_eHXseNQ_f&s=0,image_dataset\Skyscraper\Skyscraper_24.jpg,50,50
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwtOm6oiAbiniS-kIARgfMF5DeHIWZ5_pgynJ5gAFVgKM_zkcAkdiT&s=0,image_dataset\Skyscraper\Skyscraper_25.jpg,50,50
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHEL1_JDgsZDUBFfZQa2isbplOaT2AJ9_K3A&s,image_dataset\Skyscraper\Skyscraper_26.jpg,259,194
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_lGcLqFI-vewwTU-kQ_uOsogUkM1TRFdTnQ&s,image_dataset\Skyscraper\Skyscraper_27.jpg,201,251
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7IlmWkOo4Gp-RAp8mUeSyWXQfA9gFelpZlg&s,image_dataset\Skyscraper\Skyscraper_28.jpg,250,201
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9YlBwD2fcwFALLfWpKBIdVpZSXVnGYERkjg&s,image_dataset\Skyscraper\Skyscraper_29.jpg,398,127
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9RShlzrglJ4EzbeI7DbAPPVLGwEVQTSgs-w&s,image_dataset\Skyscraper\Skyscraper_30.jpg,215,234
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8PVg3Jj4UcWbGl_dMcDKaUytll5YhyNjIfQ&s,image_dataset\Skyscraper\Skyscraper_31.jpg,300,168
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQn2Cx8IYSPltggi7tJ9bzaU-NXJz2ZySN0vQ&s,image_dataset\Skyscraper\Skyscraper_32.jpg,275,183
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqlwf4r6PmvGFmhccxf3xYxpwperX1qYqVtg&s,image_dataset\Skyscraper\Skyscraper_33.jpg,300,168
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTJE0bD-0Z1TlfF1N96Mle7h_WF8VAIIZAtA&s,image_dataset\Skyscraper\Skyscraper_34.jpg,194,259
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTq5lJ4WBtCg8wGDwqtuoEP-vBYs_pkL-N_Wg&s,image_dataset\Skyscraper\Skyscraper_35.jpg,275,183
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkUeAPyNeAJZZBwnrB7P41f-oHLGe2tO7xvg&s,image_dataset\Skyscraper\Skyscraper_36.jpg,313,161
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiArBTtgju0B77-4kEb33Fwn5ISzx36npN3w&s,image_dataset\Skyscraper\Skyscraper_37.jpg,178,283
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCrWDUKB1UL1Ora2bV5xxhoPNHIg3n8DfaJA&s,image_dataset\Skyscraper\Skyscraper_38.jpg,300,168
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTv1sO026gyYWiw0BL8JJaWDq3V_cFWhLA0Tg&s,image_dataset\Skyscraper\Skyscraper_39.jpg,194,259
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSd0cPCnWAGHp6VNfUX6cZwbqiDxexACOkLCg&s,image_dataset\Skyscraper\Skyscraper_40.jpg,309,163
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNRlb_2vlrlJPo-mohdg75rdtXHORiOVP3Xw&s,image_dataset\Skyscraper\Skyscraper_41.jpg,300,168
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDfA8nAt1BGdfUUS248l7h7RilmY1dEblIww&s,image_dataset\Skyscraper\Skyscraper_42.jpg,259,194
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0V8Q9tljtTKLmZYncQyEiCRaZJH9iZAHP9w&s,image_dataset\Skyscraper\Skyscraper_43.jpg,194,259
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmwhH5LMZyxjgQfCwJj48nd78ZZoNwB8hJ9w&s,image_dataset\Skyscraper\Skyscraper_44.jpg,300,168
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDX5B3K4xQ5neAOldVUm73UH3Ipwa3v64Piw&s,image_dataset\Skyscraper\Skyscraper_45.jpg,178,283
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2KvWio1bMi8sygd979dFN1mHNNrPuzOSa7Q&s,image_dataset\Skyscraper\Skyscraper_46.jpg,275,183
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZ1FfzHJLZb72ThNzCJUgm4WeKb_VcMBhO7g&s,image_dataset\Skyscraper\Skyscraper_47.jpg,225,225
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvQQyB7waCGmjV5rkCOGDUaqCHLKma9h9LLQ&s,image_dataset\Skyscraper\Skyscraper_48.jpg,225,225
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUB46jU2mlXu81qJ-YiK34C6nppd0rPeI0cg&s,image_dataset\Skyscraper\Skyscraper_49.jpg,284,177
Skyscraper,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTi6fA1zREyYLJQYkKkDx4__ShUdizUOunu7RZsiYxma_7L0zYlGfz_&s=0,image_dataset\Skyscraper\Skyscraper_50.jpg,50,50
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZvNS6-Kwb4orR6d0Uieq-OZfEHqRvEu34QCHr88YVnEWZExpqBoaw7Mqi&s,image_dataset\Car\Car_1.jpg,69,46
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSneL_trDPelyGBkwD23Vsp8o4702N9MDud1NF87xwoAveg0q2W4tNmPs-t&s,image_dataset\Car\Car_2.jpg,69,46
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwRlIdkmseu3j9ir_HpGC1BWIuhZqWAOIaoTtwlmuYRwVVCV1blvZTbhYo&s,image_dataset\Car\Car_3.jpg,69,46
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9KVh7mbwclyMKHXFy3xGjwsbRJqm4hVFpcQ&s,image_dataset\Car\Car_4.jpg,300,168
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTob9j-rNcg4V0Ew-s1UwPMSDAtJyXLq7IztQ&s,image_dataset\Car\Car_5.jpg,248,203
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnjUimxWV7a0pBFrXdxrurqNkXpFSfHw20HA&s,image_dataset\Car\Car_6.jpg,225,225
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-P3UBoSqNCC8_8aIv81ER2N-Tfd233UB7eA&s,image_dataset\Car\Car_7.jpg,183,276
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcK8LuTRihbc5t5dlS6Lw6Q710u02oN80LJw&s,image_dataset\Car\Car_8.jpg,300,168
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrFLMmR5PB1Vqf_DLrjXk8JxtA1LtwYG3w4g&s,image_dataset\Car\Car_9.jpg,259,194
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnACVPOIeaRoTvZj0CBvLlaP8DRztUz1Zvhg&s,image_dataset\Car\Car_10.jpg,300,168
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRew5mgSv7MS7ddWG0M6cRRGyo4zUwXIrK7DA&s,image_dataset\Car\Car_11.jpg,194,259
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdN8Oq2xdl3RNv0rxAGP8g-HVNHLeIWWumIQ&s,image_dataset\Car\Car_12.jpg,250,202
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWtyoKr8-EgU3I8xH4GlEJiPOqPszxHJLWcw&s,image_dataset\Car\Car_13.jpg,300,168
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSH9llflo3lTA0V_y-yF5IEjLYBNRCPyH8Ryw&s,image_dataset\Car\Car_14.jpg,300,168
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxYbLz5HyO9kiTAB7VIe-6l7s5nnzjXrjq6A&s,image_dataset\Car\Car_15.jpg,258,195
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnodJ2m-viFAkSW5azxIovShThKA_CmPtxrA&s,image_dataset\Car\Car_16.jpg,225,225
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-vKai5UutWjJPtevRVRSFROCOk6mJ1F3SyQ&s,image_dataset\Car\Car_17.jpg,226,223
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTPj6eb7Gop_WFwuyYxFeroNsyWHduxKJB0Q&s,image_dataset\Car\Car_18.jpg,259,194
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYkqjqSVcdfGsm7tJ1L1lj8qVhI2WgmkXUsQ&s,image_dataset\Car\Car_19.jpg,287,176
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQA-MXeR1o3K9O1yZm4BFmzTdZCgRXQBWh26A&s,image_dataset\Car\Car_20.jpg,275,183
Car,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSH5RaCVsUv9z6qkxIkj6CYIVvPsHfUBX-glg&s,image_dataset\Car\Car_21.jpg,300,168
